date,portfolio_value,cash,positions_count,daily_return,cummax,drawdown
2016-01-04,100000.0,100000.0,0,,100000.0,0.0
2016-01-05,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-06,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-07,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-08,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-11,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-12,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-13,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-14,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-15,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-19,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-20,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-21,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-22,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-25,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-26,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-27,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-28,100000.0,100000.0,0,0.0,100000.0,0.0
2016-01-29,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-01,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-02,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-03,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-04,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-05,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-08,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-09,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-10,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-11,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-12,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-16,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-17,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-18,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-19,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-22,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-23,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-24,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-25,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-26,100000.0,100000.0,0,0.0,100000.0,0.0
2016-02-29,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-01,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-02,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-03,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-04,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-07,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-08,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-09,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-10,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-11,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-14,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-15,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-16,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-17,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-18,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-21,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-22,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-23,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-24,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-28,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-29,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-30,100000.0,100000.0,0,0.0,100000.0,0.0
2016-03-31,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-01,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-04,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-05,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-06,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-07,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-08,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-11,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-12,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-13,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-14,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-15,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-18,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-19,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-20,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-21,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-22,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-25,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-26,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-27,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-28,100000.0,100000.0,0,0.0,100000.0,0.0
2016-04-29,100000.0,100000.0,0,0.0,100000.0,0.0
2016-05-02,100000.0,100000.0,0,0.0,100000.0,0.0
